Name,Reviews,Date,Ratings
MANOBINA KARMAKAR,Good starters !!,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Krunal Parmar,Food is good. staff attitude is a problem.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Rohit Kishan Ray,"Used to be good, it's monotonous.",2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
yellapu santosh,They taking more time to serve items,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Abhishek Majumder,Great place,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Kaushlesh Kumar,Best place to hangout in Kharagpur.,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Bharath Kumar Narukullapati,Good taste and good quality,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
SOUVIK GHOSH,Great place...,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
DEBASHREE MAHAPATRA,Near to my house,2 weeks ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Chayan Ghosh,"Better serve, better quality, better choice.",9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Supratim Banerjee,Wonderful,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Vinay Shankar,"Good restaurant in kharagpur. Good ambience, nice music collection..... hookah is also available.",a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Anuj Chandra,Great food here..,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Suraj Prasad Sharma,"Want some delicious food, it can be a good choice. I love to be here with my friends.",2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Riksundar Sasmal,I came here since 2013. First and next few visits were impressive but as time passes away their service goes down below the mark. Even their Royalty cards don't seem to be useful till after 1 year. Food quality average bcoz most of the employee don't know which food is spicy and which one is non spicy.,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Suman Adhikari,Very good restaurant... Food is too good....,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Vasudev Malla,Only counted restaurant in kharagpur,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
dillip kumar Swain,Good place,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Siva Praneeth,Good ambience unlike any other restaurants in Kharagpur. Always clean looking and waiters are good at service. Not to forget the DJ in the hookah room.,4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
sanjeev kumar,Poor food quality,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Phani Kumar,So many memories and this place!,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Anwesa Chakraborty,Good,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Sushil,Nice place,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Nishchal baghele,Great service,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Ravi Ranjan,Best in kgp.,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Santanu Dutta,Ok type,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
BIJOY GHOSH,Nice family restaurant,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Santanu Saha,Nice & tasty food,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
kunal halder,Awesome dish. Central attractions for IIT students,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Atonu Ghosh,Awesome place......food is also too good here.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
SHAHELI PAUL,Love the colours and the food tooo,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Salil Panikkaveetil,arrogant service. you might be shouted upon by waiters and abused by the manager. better give it a miss if you have self respect.,5 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
santosh gupta,Best restaurant in kharagpur,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Ashish Gour,A cool place to have a party with friends. The aura is awesome.,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Piyush Aras,"Hookah, disk, food all in one",4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Shailendra Rajora,"Excellent food quality, delicious food, good service and various recipes....what more can u expect from a restaurant ...specially in Kgp :P",4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Tanmay Maity,Very good but high price,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Bandana Biswas,I lyk it n hv been hea a couple f tyms .......I feel d price has increased drastically..... bt overall its gud,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Santosh Patnaik,Good place fot party with family. Nice food,4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Aishwarya Sarkar,D food quality of flavours is really good n tasty,4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Ravi Kumar,Good....but include bar inspite of huka bar... Or both...,4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Rajdeep Mandal,Good place to hangout.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Jaimini Ganguly,Test of food decreasing,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Subhadip Das,classy and costly,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Kaushal Sengupta,Good food and nice service by the waiters,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Sukamal Ghosh,It was very good for first six months.,4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Heroj Maity,Try soup here,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Aloke Das,very good,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
alankar gupta,food taste is just average...its deteriorating day by day,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
FunScientifix,Nice food and a good environment to eat,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Prerit Gupta,Only good restaurant in Kharagpur,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Subhankar Banerjee,"Worst Reception. The waiters behave very badly. Upon complaining to manager, The order was cancelled by the manager in mid Afternoon. …MoreWorst Reception. The waiters behave very badly. Upon complaining to manager, The order was cancelled by the manager in mid Afternoon.Please do not visit here.",2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Ujjal Goswami,Loved,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
mayukh choudhury,Good food,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Subhajit Dey,Nice decoration,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Kunwar Shashank Shekhar Singh,Good ambience and food,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Bhushan Kamble,Best food and service in Kharagpur,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
raj kumar,"fanstatic place , starters are yummy  and smoothies are very good.",4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
hardev singh,Nice food,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Shweta Shaw,😁,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Rohithkumar K,Best food joint in kharagpur,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
T R Srinath,Good it is.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Swati Kambli,"good food ,",11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
chef anirban,Good restaurant,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Shashank Rai,Costly,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Chhau Revitalizer,Nice place,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
bikash singh,Excellent,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Anirban Das,Good restaurant,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Anup Das,TESTY FOOD,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Sushruta Ghosh,Delicious mmm....,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
rajib singh,Nice,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Rammohan Dhanuka,Good ambience delicious food,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Rony Johnson,Cutlery sounds r very annoying...,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Kshitij Shukla,Nice decorative hotel.,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
arbind kumar pandey,Nice,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Shibsankar Chakraborty,Awesome,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Sreya Roy,Good restaurant,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Deepesh Kumar,Oh,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Arun Jain,Loved it too good,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Anirban Chatterjee,Cool place to hangout,4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Nandish Jolad,Average food...,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Jit Mukherjee,Its awesome,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Vyasmani Sharma,Starters,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Virender Singh,keep it up....,4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Krishnendu Bera,Good......,4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
alolika saha,Good,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Sandeep Sharma,No,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Sumit Saul Bara,👌👌👌,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
A Google User,Best food in all of Kharagpur. Add to it the hookah availability and it becomes a one of place.,7 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Subrata Maity,(Translated by Google) Good the spill(Original)Good rasturant,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Syed Alia,(Translated by Google) Servic z gud .. fud z jst awsm .. …More(Translated by Google) Servic z gud .. fud z jst awsm ..(Original)Servic z gud.. fud z jst awsm..,5 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
SIBA PAUL,(Translated by Google) IM Chhota Bheem.(Original)Im chota bhim.,4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
HOW TO DO IT,Raki Kalsa,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Tanusree Biswas,(Translated by Google) Darun ........(Original)Darun........,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Jolly Kadir,(Translated by Google) magnitude(Original)kadir,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
